eligibility	ineligibility_reason	transaction_month	client_gstin	customer_gstin	supplier_name	invoice_no	transaction_no	document_date	total_taxable_value	gst_rate	igst	cgst	sgst	igst_not_eligible	cgst_not_eligible	sgst_not_eligible	cess	difference_in_amount	hsn	total_value	date_of_entry_in_the_books	date_of_payment_to_vendor	date_of_payment_of_tax_in_case_of_rcm	gstr_2a_month	month_of_availment	reversal_to_be_made	remarks	cy_py_flag	intra_state_flag	inter_state_flag	crossing_180_day	itc_transportation_of_passengers	purchase_of_vehicle	personal_consumption	health_insurance	life_insurance	construction	custom_search	rcm_eligibility
Eligible	NA	May-2021	29AADCM7259F1Z6	29AEZPD3066J1ZW	Demo Supp Name	2021/BLR/SAC/003	B1/OBI/00217/21-22	04/May/2021	12999.99	18.0	0	1170	1170	0	0	0		0.0		15339.99	18/May/2021	28/May/2021					TOWARDS  AMC CHARGES FOR FA & PA SYSTEM & GAS SUPPRESSION SYSTEM FOR PERIOD APRIL'21 TO JUNE'21(65704)	Eligible	Eligible	Eligible	Eligible	Eligible	Eligible	Eligible	Eligible	Eligible	Eligible	NA	No
Eligible	NA	May-2021	29AADCM7259F1Z6	29AAFCE6175N1ZY	Demo Supp Name	EIQ-OHM-2021/01	B2/OBI/00037/21-22	30/Apr/2021	176625.0	18.0	0	15896.25	15896.25	0	0	0		0.0		208417.5	11/May/2021	20/May/2021					EVOLUTEIQ - PRODUCT ENGINEER SENIOR	Eligible	Eligible	Eligible	Eligible	Eligible	Eligible	Eligible	Eligible	Eligible	Eligible	NA	No
Eligible	Missing Pay date Values	May-2021	29AADCM7259F1Z6	29AAACF4053H1ZQ	Demo Supp Name	S/047/21-22	B1/OBI/00246/21-22	12/May/2021	1899600.0	18.0	0	170964	170964	0	0	0		0.0		2241528.0	21/May/2021						CROWDSRTIKE EXPRESS AND SUPPORT FOR 1 YEAR AT BLR 1 FROM 01.MAY.21 TO 30.APR.21(66534)	Eligible	Eligible	Eligible	NA	Eligible	Eligible	Eligible	Eligible	Eligible	Eligible	NA	No
Eligible	Missing Pay date Values	May-2021	29AADCM7259F1Z6	29AAACF4053H1ZQ	Demo Supp Name	S/048/21-22	B1/OBI/00247/21-22	12/May/2021	179500.0	18.0	0	16155	16155	0	0	0		0.0		211810.0	21/May/2021						IMPLEMENTATION CHARGES AT BLR 1 FROM 01.MAY.21 TO 30.APR.21(66534)	Eligible	Eligible	Eligible	NA	Eligible	Eligible	Eligible	Eligible	Eligible	Eligible	NA	No
Eligible	NA	May-2021	29AADCM7259F1Z6	29CVAPK6489A1ZF	Demo Supp Name	GBT0055/21-22	B1/OBI/00208/21-22	20/Apr/2021	394000.0	18.0	0	35460	35460	0	0	0		0.0		464920.0	17/May/2021	28/May/2021					DATA CARDS AT BLR 1 FOR APRIL MONTH 2021	Eligible	Eligible	Eligible	Eligible	Eligible	Eligible	Eligible	Eligible	Eligible	Eligible	NA	No
Eligible	Missing Pay date Values	May-2021	29AADCM7259F1Z6	29AADCH2516A1Z3	Demo Supp Name	212201V0108	B1/OBI/00213/21-22	27/Apr/2021	9450.0	18.0	0	850.5	850.5	0	0	0		0.0		11151.0	18/May/2021						TOWARDS AMC CHARGES FOR VISITOR MANAGEMENT FOR PERIOD APRIL 21 TO JUNE 21(65710)	Eligible	Eligible	Eligible	NA	Eligible	Eligible	Eligible	Eligible	Eligible	Eligible	NA	No
Eligible	Missing Pay date Values	May-2021	29AADCM7259F1Z6	29AADCH2516A1Z3	Demo Supp Name	212201V0109	B2/OBI/00059/21-22	27/Apr/2021	9450.0	18.0	0	850.5	850.5	0	0	0		0.0		11151.0	27/May/2021						TOWARDS AMC CHARGS FOR VISITOR MANAGEMENT  FROM APR TO JUN(65710)	Eligible	Eligible	Eligible	NA	Eligible	Eligible	Eligible	Eligible	Eligible	Eligible	NA	No
Eligible	Missing Pay date Values	May-2021	29AADCM7259F1Z6	29AADCH2516A1Z3	Demo Supp Name	212201V0108	B1/OBI/00213/21-22	27/Apr/2021	3622.5	18.0	0	326.03	326.03	0	0	0		0.0		4274.5599999999995	18/May/2021						TOWARDS AMC CHARGES FOR VISITOR MANAGEMENT FOR PERIOD APRIL 21 TO JUNE 21(65710)	Eligible	Eligible	Eligible	NA	Eligible	Eligible	Eligible	Eligible	Eligible	Eligible	NA	No
Eligible	Missing Pay date Values	May-2021	29AADCM7259F1Z6	29AADCH2516A1Z3	Demo Supp Name	212201V0109	B2/OBI/00059/21-22	27/Apr/2021	3622.5	18.0	0	326.03	326.03	0	0	0		0.0		4274.5599999999995	27/May/2021						TOWARDS AMC CHARGS FOR VISITOR MANAGEMENT  FROM APR TO JUN(65710)	Eligible	Eligible	Eligible	NA	Eligible	Eligible	Eligible	Eligible	Eligible	Eligible	NA	No
Eligible	NA	May-2021	29AADCM7259F1Z6	29AIXPP0168M1ZA	Demo Supp Name	NSC/2021-22/01	B1/DPI/00232/21-22	01/May/2021	236111.0	18.0	0	21249.99	21249.99	0	0	0		0.0	995411	278610.98	07/May/2021	13/May/2021					TWDS BUILDING RENT FOR THE MONTH OF APRIL 2021	Eligible	Eligible	Eligible	Eligible	Eligible	Eligible	Eligible	Eligible	Eligible	Eligible	NA	No
Eligible	NA	May-2021	29AADCM7259F1Z6	29AIXPP0168M1ZA	Demo Supp Name	NSC/2021-22/01	B1/DPI/00232/21-22	01/May/2021	9242.0	18.0	0	831.78	831.78	0	0	0		0.0	995411	10905.560000000001	07/May/2021	13/May/2021					TWRDS PARKING  RENT FOR THE MONTH OF APRIL 2021	Eligible	Eligible	Eligible	Eligible	Eligible	Eligible	Eligible	Eligible	Eligible	Eligible	NA	No
Eligible	NA	May-2021	29AADCM7259F1Z6	29AIXPP0168M1ZA	Demo Supp Name	NSC/2021-22/01	B1/DPI/00232/21-22	01/May/2021	14936.0	18.0	0	1344.24	1344.24	0	0	0		0.0	995411	17624.48	07/May/2021	13/May/2021					TWDS CAFETERIA RENT FOR THE MONTH OF APRIL 2021	Eligible	Eligible	Eligible	Eligible	Eligible	Eligible	Eligible	Eligible	Eligible	Eligible	NA	No
Ineligible	Missing Pay date Values	May-2021	29AADCM7259F1Z6	29AAGPF5360A1Z3	Demo Supp Name	1562	B2/OBI/00056/21-22	05/May/2021	29650.0	0.0	0	0	0	0	1779	1779		-3558.0		33208.0	26/May/2021						TOWARDS SUPPLY OF DRINKING WATER FOR APR MONTH	Eligible	Eligible	Eligible	NA	Eligible	Eligible	Ineligible	Eligible	Eligible	Eligible	NA	No
Eligible	Missing Pay date Values	May-2021	29AADCM7259F1Z6	33AAMFH4920N1Z4	Demo Supp Name	HR TECH21-22/02	B1/OBI/00288/21-22	13/Apr/2021	36478.0	18.0	6566.04	0	0	0	0	0		0.0		43044.04	23/May/2021						61850  ELLAKIYA TAMILSELVAM RECRUITMENT EXPENSES INCURRED TOWARDS THE SAID EMPLOYEE.	Eligible	Eligible	Eligible	NA	Eligible	Eligible	Eligible	Eligible	Eligible	Eligible	NA	No
Eligible	Missing Pay date Values	May-2021	29AADCM7259F1Z6	33AAGFI5093R1ZR	Demo Supp Name	HTE/002/2021-22	B1/OBI/00291/21-22	08/Apr/2021	44578.0	18.0	8024.04	0	0	0	0	0		0.0		52602.04	23/May/2021						61740  SAURABH PURUSHOTTAM KUBDE RECRUITMENT EXPENSES INCURRED TOWARDS THE SAID EMPLOYEE.	Eligible	Eligible	Eligible	NA	Eligible	Eligible	Eligible	Eligible	Eligible	Eligible	NA	No
Eligible	Missing Pay date Values	May-2021	29AADCM7259F1Z6	33AAGFI5093R1ZR	Demo Supp Name	HTE/005/2021-22	B1/OBI/00294/21-22	27/Apr/2021	44578.0	18.0	8024.04	0	0	0	0	0		0.0		52602.04	24/May/2021						62207  PRASHANT BABU SANNAKI RECRUITMENT EXPENSES INCURRED TOWARDS THE SAID EMPLOYEE.	Eligible	Eligible	Eligible	NA	Eligible	Eligible	Eligible	Eligible	Eligible	Eligible	NA	No
Eligible	Missing Pay date Values	May-2021	29AADCM7259F1Z6	33AAGFI5093R1ZR	Demo Supp Name	HTE/007/2021-22	B1/OBI/00295/21-22	24/Apr/2021	37262.0	18.0	6707.16	0	0	0	0	0		0.0		43969.16	24/May/2021						62516  GANESH S GOWDA RECRUITMENT EXPENSES INCURRED TOWARDS THE SAID EMPLOYEE.	Eligible	Eligible	Eligible	NA	Eligible	Eligible	Eligible	Eligible	Eligible	Eligible	NA	No
Eligible	Missing Pay date Values	May-2021	29AADCM7259F1Z6	33AAGFI5093R1ZR	Demo Supp Name	HTE/006/2021-22	B1/OBI/00289/21-22	27/Apr/2021	34281.0	18.0	6170.58	0	0	0	0	0		0.0		40451.58	23/May/2021						61328 PRIYA DIVYANI RECRUITMENT EXPENSES INCURRED TOWARDS THE SAID EMPLOYEE.	Eligible	Eligible	Eligible	NA	Eligible	Eligible	Eligible	Eligible	Eligible	Eligible	NA	No
Eligible	Missing Pay date Values	May-2021	29AADCM7259F1Z6	33AAGFI5093R1ZR	Demo Supp Name	HTE/001/2021-22	B1/OBI/00290/21-22	01/Apr/2021	36280.0	18.0	6530.4	0	0	0	0	0		0.0		42810.4	23/May/2021						61374  RUDHRA PRATAP SINGH RECRUITMENT EXPENSES INCURRED TOWARDS THE SAID EMPLOYEE.	Eligible	Eligible	Eligible	NA	Eligible	Eligible	Eligible	Eligible	Eligible	Eligible	NA	No
Eligible	Missing Pay date Values	May-2021	29AADCM7259F1Z6	33AAGFI5093R1ZR	Demo Supp Name	HTE/003/2021-22	B1/OBI/00292/21-22	15/Apr/2021	25685.0	18.0	4623.3	0	0	0	0	0		0.0		30308.3	24/May/2021						61970  GAMPALA PRAVEEN RECRUITMENT EXPENSES INCURRED TOWARDS THE SAID EMPLOYEE.	Eligible	Eligible	Eligible	NA	Eligible	Eligible	Eligible	Eligible	Eligible	Eligible	NA	No
Eligible	Missing Pay date Values	May-2021	29AADCM7259F1Z6	33AAGFI5093R1ZR	Demo Supp Name	HTE/004/2021-22	B1/OBI/00293/21-22	15/Apr/2021	36181.0	18.0	6512.58	0	0	0	0	0		0.0		42693.58	24/May/2021						61973  NITYA MANI GOUNDER RECRUITMENT EXPENSES INCURRED TOWARDS THE SAID EMPLOYEE.	Eligible	Eligible	Eligible	NA	Eligible	Eligible	Eligible	Eligible	Eligible	Eligible	NA	No
Eligible	NA	May-2021	29AADCM7259F1Z6	33AACCI0685A2Z3	Demo Supp Name	2122008-OMEGA	B1/OBI/00144/21-22	26/Apr/2021	500000.0	18.0	90000	0	0	0	0	0		0.0		590000.0	03/May/2021	04/May/2021					DONGLE WITH WIFI ROUTER AT BLR 1	Eligible	Eligible	Eligible	Eligible	Eligible	Eligible	Eligible	Eligible	Eligible	Eligible	NA	No
Eligible	NA	May-2021	29AADCM7259F1Z6	29AAACI5295G1ZB	Demo Supp Name	B/005/2021-22	B1/OBI/00146/21-22	07/Apr/2021	173855.0	18.0	0	15646.95	15646.95	0	0	0		0.0		205148.90000000002	04/May/2021	13/May/2021					TOWARDS PUBLIC RELATIONS RETAINER FEE FOR THE MONTH OF APRIL 2021	Eligible	Eligible	Eligible	Eligible	Eligible	Eligible	Eligible	Eligible	Eligible	Eligible	NA	No
Eligible	Missing Pay date Values	May-2021	29AADCM7259F1Z6	29AABCI4956P1ZT	Demo Supp Name	6462	B1/OBI/00313/21-22	03/May/2021	12000.0	18.0	0	1080	1080	0	0	0		0.0		14160.0	24/May/2021						62761  RUKMINI T B RECRUITMENT EXPENSES INCURRED TOWARDS THE SAID EMPLOYEE.	Eligible	Eligible	Eligible	NA	Eligible	Eligible	Eligible	Eligible	Eligible	Eligible	NA	No
Eligible	Missing Pay date Values	May-2021	29AADCM7259F1Z6	29AABCI4956P1ZT	Demo Supp Name	6463	B1/OBI/00314/21-22	03/May/2021	12000.0	18.0	0	1080	1080	0	0	0		0.0		14160.0	24/May/2021						62762  PAVITHRA S RECRUITMENT EXPENSES INCURRED TOWARDS THE SAID EMPLOYEE.	Eligible	Eligible	Eligible	NA	Eligible	Eligible	Eligible	Eligible	Eligible	Eligible	NA	No
Eligible	Missing Pay date Values	May-2021	29AADCM7259F1Z6	29AABCI4956P1ZT	Demo Supp Name	6441	B1/OBI/00307/21-22	15/Apr/2021	12000.0	18.0	0	1080	1080	0	0	0		0.0		14160.0	24/May/2021						61440  JITHIN V ANTONY RECRUITMENT EXPENSES INCURRED TOWARDS THE SAID EMPLOYEE.	Eligible	Eligible	Eligible	NA	Eligible	Eligible	Eligible	Eligible	Eligible	Eligible	NA	No
Eligible	Missing Pay date Values	May-2021	29AADCM7259F1Z6	29AABCI4956P1ZT	Demo Supp Name	6442	B1/OBI/00308/21-22	15/Apr/2021	12000.0	18.0	0	1080	1080	0	0	0		0.0		14160.0	24/May/2021						61442  RAJU SISTY RECRUITMENT EXPENSES INCURRED TOWARDS THE SAID EMPLOYEE.	Eligible	Eligible	Eligible	NA	Eligible	Eligible	Eligible	Eligible	Eligible	Eligible	NA	No
Eligible	Missing Pay date Values	May-2021	29AADCM7259F1Z6	29AABCI4956P1ZT	Demo Supp Name	6443	B1/OBI/00309/21-22	15/Apr/2021	12000.0	18.0	0	1080	1080	0	0	0		0.0		14160.0	24/May/2021						61447  KIRAN KUMAR K RECRUITMENT EXPENSES INCURRED TOWARDS THE SAID EMPLOYEE.	Eligible	Eligible	Eligible	NA	Eligible	Eligible	Eligible	Eligible	Eligible	Eligible	NA	No
Eligible	Missing Pay date Values	May-2021	29AADCM7259F1Z6	29AABCI4956P1ZT	Demo Supp Name	6460	B1/OBI/00311/21-22	03/May/2021	12000.0	18.0	0	1080	1080	0	0	0		0.0		14160.0	24/May/2021						62742  HERSTON HENCIL FERNANDES RECRUITMENT EXPENSES INCURRED TOWARDS THE SAID EMPLOYEE.	Eligible	Eligible	Eligible	NA	Eligible	Eligible	Eligible	Eligible	Eligible	Eligible	NA	No
Eligible	Missing Pay date Values	May-2021	29AADCM7259F1Z6	29AABCI4956P1ZT	Demo Supp Name	6461	B1/OBI/00312/21-22	03/May/2021	12000.0	18.0	0	1080	1080	0	0	0		0.0		14160.0	24/May/2021						62750  ZUBAIR ALI KHAN RECRUITMENT EXPENSES INCURRED TOWARDS THE SAID EMPLOYEE.	Eligible	Eligible	Eligible	NA	Eligible	Eligible	Eligible	Eligible	Eligible	Eligible	NA	No
Eligible	Missing Pay date Values	May-2021	29AADCM7259F1Z6	29AABCI4956P1ZT	Demo Supp Name	6464	B1/OBI/00315/21-22	03/May/2021	12000.0	18.0	0	1080	1080	0	0	0		0.0		14160.0	24/May/2021						62775  MOHAMMED ARBAZ RECRUITMENT EXPENSES INCURRED TOWARDS THE SAID EMPLOYEE.	Eligible	Eligible	Eligible	NA	Eligible	Eligible	Eligible	Eligible	Eligible	Eligible	NA	No
Eligible	Missing Pay date Values	May-2021	29AADCM7259F1Z6	29AABCI4956P1ZT	Demo Supp Name	6444	B1/OBI/00310/21-22	15/Apr/2021	12000.0	18.0	0	1080	1080	0	0	0		0.0		14160.0	24/May/2021						61449  ABDUL AAMIR AHMED RECRUITMENT EXPENSES INCURRED TOWARDS THE SAID EMPLOYEE.	Eligible	Eligible	Eligible	NA	Eligible	Eligible	Eligible	Eligible	Eligible	Eligible	NA	No
Eligible	Missing Pay date Values	May-2021	29AADCM7259F1Z6	29AABCI4956P1ZT	Demo Supp Name	6446	B1/OBI/00299/21-22	12/Apr/2021	10000.0	18.0	0	900	900	0	0	0		0.0		11800.0	24/May/2021						61943  ANAND KUMAR K RECRUITMENT EXPENSES INCURRED TOWARDS THE SAID EMPLOYEE.	Eligible	Eligible	Eligible	NA	Eligible	Eligible	Eligible	Eligible	Eligible	Eligible	NA	No
Eligible	Missing Pay date Values	May-2021	29AADCM7259F1Z6	29AABCI4956P1ZT	Demo Supp Name	6447	B1/OBI/00300/21-22	15/Apr/2021	10000.0	18.0	0	900	900	0	0	0		0.0		11800.0	24/May/2021						61947 ABHILASH S RECRUITMENT EXPENSES INCURRED TOWARDS THE SAID EMPLOYEE.	Eligible	Eligible	Eligible	NA	Eligible	Eligible	Eligible	Eligible	Eligible	Eligible	NA	No
Eligible	Missing Pay date Values	May-2021	29AADCM7259F1Z6	29AABCI4956P1ZT	Demo Supp Name	6455	B1/OBI/00302/21-22	03/May/2021	10000.0	18.0	0	900	900	0	0	0		0.0		11800.0	24/May/2021						62246  PRASHANT S NAVALGUND RECRUITMENT EXPENSES INCURRED TOWARDS THE SAID EMPLOYEE.	Eligible	Eligible	Eligible	NA	Eligible	Eligible	Eligible	Eligible	Eligible	Eligible	NA	No
Eligible	Missing Pay date Values	May-2021	29AADCM7259F1Z6	29AABCI4956P1ZT	Demo Supp Name	6456	B1/OBI/00303/21-22	03/May/2021	10000.0	18.0	0	900	900	0	0	0		0.0		11800.0	24/May/2021						62259  KAVYA SHREE S RECRUITMENT EXPENSES INCURRED TOWARDS THE SAID EMPLOYEE.	Eligible	Eligible	Eligible	NA	Eligible	Eligible	Eligible	Eligible	Eligible	Eligible	NA	No
Eligible	Missing Pay date Values	May-2021	29AADCM7259F1Z6	29AABCI4956P1ZT	Demo Supp Name	6459	B1/OBI/00306/21-22	03/May/2021	10000.0	18.0	0	900	900	0	0	0		0.0		11800.0	24/May/2021						62396  MOHAMED JUNEAD RECRUITMENT EXPENSES INCURRED TOWARDS THE SAID EMPLOYEE.	Eligible	Eligible	Eligible	NA	Eligible	Eligible	Eligible	Eligible	Eligible	Eligible	NA	No
Eligible	Missing Pay date Values	May-2021	29AADCM7259F1Z6	29AABCI4956P1ZT	Demo Supp Name	6445	B1/OBI/00298/21-22	15/Apr/2021	10000.0	18.0	0	900	900	0	0	0		0.0		11800.0	24/May/2021						61751  HARSHA M RECRUITMENT EXPENSES INCURRED TOWARDS THE SAID EMPLOYEE.	Eligible	Eligible	Eligible	NA	Eligible	Eligible	Eligible	Eligible	Eligible	Eligible	NA	No
Eligible	Missing Pay date Values	May-2021	29AADCM7259F1Z6	29AABCI4956P1ZT	Demo Supp Name	6454	B1/OBI/00301/21-22	03/May/2021	10000.0	18.0	0	900	900	0	0	0		0.0		11800.0	24/May/2021						62244  MOHAMMED SAFRAN PASHA RECRUITMENT EXPENSES INCURRED TOWARDS THE SAID EMPLOYEE.	Eligible	Eligible	Eligible	NA	Eligible	Eligible	Eligible	Eligible	Eligible	Eligible	NA	No
Eligible	Missing Pay date Values	May-2021	29AADCM7259F1Z6	29AABCI4956P1ZT	Demo Supp Name	6457	B1/OBI/00304/21-22	03/May/2021	10000.0	18.0	0	900	900	0	0	0		0.0		11800.0	24/May/2021						62402  EMANUEL RAJESH RECRUITMENT EXPENSES INCURRED TOWARDS THE SAID EMPLOYEE.	Eligible	Eligible	Eligible	NA	Eligible	Eligible	Eligible	Eligible	Eligible	Eligible	NA	No
Eligible	Missing Pay date Values	May-2021	29AADCM7259F1Z6	29AABCI4956P1ZT	Demo Supp Name	6458	B1/OBI/00305/21-22	03/May/2021	10000.0	18.0	0	900	900	0	0	0		0.0		11800.0	24/May/2021						62403  NAWAZ KHAN RECRUITMENT EXPENSES INCURRED TOWARDS THE SAID EMPLOYEE.	Eligible	Eligible	Eligible	NA	Eligible	Eligible	Eligible	Eligible	Eligible	Eligible	NA	No
Eligible	Missing Pay date Values	May-2021	29AADCM7259F1Z6	33AIIPJ6462F2ZB	Demo Supp Name	JI/04/1164	B1/OBI/00317/21-22	03/Apr/2021	8000.0	18.0	1440	0	0	0	0	0		0.0		9440.0	24/May/2021						61776  MARY FRANCINA RECRUITMENT EXPENSES INCURRED TOWARDS THE SAID EMPLOYEE.	Eligible	Eligible	Eligible	NA	Eligible	Eligible	Eligible	Eligible	Eligible	Eligible	NA	No
Eligible	Missing Pay date Values	May-2021	29AADCM7259F1Z6	33AIIPJ6462F2ZB	Demo Supp Name	JI/04/1171	B1/OBI/00318/21-22	26/Apr/2021	8000.0	18.0	1440	0	0	0	0	0		0.0		9440.0	24/May/2021						62260  PREETHI R RECRUITMENT EXPENSES INCURRED TOWARDS THE SAID EMPLOYEE.	Eligible	Eligible	Eligible	NA	Eligible	Eligible	Eligible	Eligible	Eligible	Eligible	NA	No
Eligible	Missing Pay date Values	May-2021	29AADCM7259F1Z6	33AIIPJ6462F2ZB	Demo Supp Name	JI/04/1163	B1/OBI/00316/21-22	03/May/2021	8000.0	18.0	1440	0	0	0	0	0		0.0		9440.0	24/May/2021						61759  ANTHON UDOJI RECRUITMENT EXPENSES INCURRED TOWARDS THE SAID EMPLOYEE.	Eligible	Eligible	Eligible	NA	Eligible	Eligible	Eligible	Eligible	Eligible	Eligible	NA	No
Eligible	NA	May-2021	29AADCM7259F1Z6	29AAACJ0838Q1Z2	Demo Supp Name	KA01042100313	B1/OBI/00211/21-22	15/Apr/2021	51100.5	18.0	0	4599.05	4599.05	0	0	0		0.0		60298.600000000006	18/May/2021	28/May/2021					TOWARDS AMC CHARGES FOR LIFT ( L-B6810 & L-B6811 ) FOR PERIOD APRIL 21 TO SEP 2021(65705)	Eligible	Eligible	Eligible	Eligible	Eligible	Eligible	Eligible	Eligible	Eligible	Eligible	NA	No
Eligible	NA	May-2021	29AADCM7259F1Z6	29AAACJ0838Q1Z2	Demo Supp Name	KA01042100313	B1/OBI/00211/21-22	15/Apr/2021	51100.5	18.0	0	4599.05	4599.05	0	0	0		0.0		60298.600000000006	18/May/2021	28/May/2021					TOWARDS AMC CHARGES FOR LIFT ( L-B6810 & L-B6811 ) FOR PERIOD APRIL 21 TO SEP 2021(65705)	Eligible	Eligible	Eligible	Eligible	Eligible	Eligible	Eligible	Eligible	Eligible	Eligible	NA	No
Eligible	Missing Pay date Values	May-2021	29AADCM7259F1Z6	29AAFCK7946R1ZF	Demo Supp Name	KR-461	B1/OBI/00319/21-22	22/Mar/2021	10000.0	18.0	0	900	900	0	0	0		0.0		11800.0	24/May/2021						60407  BIVIN CHAND B RECRUITMENT EXPENSES INCURRED TOWARDS THE SAID EMPLOYEE.	Eligible	Eligible	Eligible	NA	Eligible	Eligible	Eligible	Eligible	Eligible	Eligible	NA	No
Eligible	Missing Pay date Values	May-2021	29AADCM7259F1Z6	29AAFCK7946R1ZF	Demo Supp Name	KR-461	B1/OBI/00319/21-22	22/Mar/2021	10000.0	18.0	0	900	900	0	0	0		0.0		11800.0	24/May/2021						59749  SUSHMA R RECRUITMENT EXPENSES INCURRED TOWARDS THE SAID EMPLOYEE.	Eligible	Eligible	Eligible	NA	Eligible	Eligible	Eligible	Eligible	Eligible	Eligible	NA	No
Eligible	Missing Pay date Values	May-2021	29AADCM7259F1Z6	29AAAFK1415H2ZM	Demo Supp Name	KPMG-KA/500370	B1/DPI/00352/21-22	10/May/2021	400000.0	18.0	0	36000	36000	0	0	0		0.0	995411	472000.0	28/May/2021						Professional charges for the month of March and April 2021	Eligible	Eligible	Eligible	NA	Eligible	Eligible	Eligible	Eligible	Eligible	Eligible	NA	No
Eligible	NA	May-2021	29AADCM7259F1Z6	29AARFK7357D2ZS	Demo Supp Name	361	B1/OBI/00178/21-22	01/May/2021	60000.0	0.0	0	0	0	0	5400	5400		-10800.0		70800.0	11/May/2021	28/May/2021					TWDS EXPENSES FOR AMBULANCE SERVICE FOR APRIL MONTH 2021	Eligible	Eligible	Eligible	Eligible	Eligible	Eligible	Eligible	Eligible	Eligible	Eligible	NA	No
Eligible	NA	May-2021	29AADCM7259F1Z6	29AAYPL5422D1ZE	Demo Supp Name	CL/OHM/01/21-22	B1/DPI/00237/21-22	30/Apr/2021	620880.0	18.0	0	55879.2	55879.2	0	0	0		0.0	995411	732638.3999999999	11/May/2021	28/May/2021					TWDS RENT FOR THE MONTH OF APRIL 2021	Eligible	Eligible	Eligible	Eligible	Eligible	Eligible	Eligible	Eligible	Eligible	Eligible	NA	No
Eligible	NA	May-2021	29AADCM7259F1Z6	29AAYPL5422D1ZE	Demo Supp Name	CL/OHM/01/21-22	B1/DPI/00237/21-22	30/Apr/2021	17531.0	18.0	0	1577.79	1577.79	0	0	0		0.0	995411	20686.58	11/May/2021	28/May/2021					TWDS PARKING FOR THE MONTH OF APRIL 2021	Eligible	Eligible	Eligible	Eligible	Eligible	Eligible	Eligible	Eligible	Eligible	Eligible	NA	No
Eligible	NA	May-2021	29AADCM7259F1Z6	29AAYPL5422D1ZE	Demo Supp Name	CL/OHM/01/21-22	B1/DPI/00237/21-22	30/Apr/2021	24403.0	18.0	0	2196.27	2196.27	0	0	0		0.0	995411	28795.54	11/May/2021	28/May/2021					TWDS CAFETERIA RENT FOR THE MONTH OF APRIL 2021	Eligible	Eligible	Eligible	Eligible	Eligible	Eligible	Eligible	Eligible	Eligible	Eligible	NA	No
Eligible	NA	May-2021	29AADCM7259F1Z6	29AAACL6270A1ZR	Demo Supp Name	B/SER/014/21-22	B1/OBI/00150/21-22	21/Apr/2021	10194.0	18.0	0	917.46	917.46	0	0	0		0.0		12028.919999999998	05/May/2021	13/May/2021					AWS LIGHT SAIL AND EC2 AT BLR 1 FOR MAR'21	Eligible	Eligible	Eligible	Eligible	Eligible	Eligible	Eligible	Eligible	Eligible	Eligible	NA	No
Eligible	NA	May-2021	29AADCM7259F1Z6	29AAACL6270A1ZR	Demo Supp Name	B/SER/015/21-22	B1/OBI/00149/21-22	21/Apr/2021	24600.0	18.0	0	2214	2214	0	0	0		0.0		29028.0	05/May/2021	13/May/2021					CLOUD MANAGED SERVICES AT BLR 1 FROM 01.APR.21 TO 30.JUN.21	Eligible	Eligible	Eligible	Eligible	Eligible	Eligible	Eligible	Eligible	Eligible	Eligible	NA	No
Eligible	NA	May-2021	29AADCM7259F1Z6	29AACCN3584D1ZE	Demo Supp Name	LT/2021/56214	B1/OBI/00232/21-22	11/May/2021	260000.0	18.0	0	23400	23400	0	0	0		0.0		306800.0	19/May/2021	28/May/2021					RENTAL CHARGES FOR MONITOR AT BLR 1 FROM 27.APR.21 TO 26.MAY.21.(65805)	Eligible	Eligible	Eligible	Eligible	Eligible	Eligible	Eligible	Eligible	Eligible	Eligible	NA	No
Eligible	NA	May-2021	29AADCM7259F1Z6	29AACCN3584D1ZE	Demo Supp Name	LT/2021/56216	B1/OBI/00231/21-22	11/May/2021	540000.0	18.0	0	48600	48600	0	0	0		0.0		637200.0	19/May/2021	28/May/2021					RENTAL CHARGES FOR LAPTOP AT BLR 1 FROM 12.MAY.21 TO 11.JUN.21.(65805)	Eligible	Eligible	Eligible	Eligible	Eligible	Eligible	Eligible	Eligible	Eligible	Eligible	NA	No
Eligible	NA	May-2021	29AADCM7259F1Z6	29AHWPS6437L1Z5	Demo Supp Name	0162/21-22	B1/OBI/00192/21-22	26/Apr/2021	1474.4	18.0	0	132.7	132.7	0	0	0		0.0		1739.8000000000002	12/May/2021	28/May/2021					TOWARDS SUPPLY OF ELECTRICAL CONSUMABLES FOR APRIL MONTH 2021	Eligible	Eligible	Eligible	Eligible	Eligible	Eligible	Eligible	Eligible	Eligible	Eligible	NA	No
Eligible	NA	May-2021	29AADCM7259F1Z6	29AHWPS6437L1Z5	Demo Supp Name	0162/21-22	B1/OBI/00192/21-22	26/Apr/2021	6160.0	18.0	0	554.4	554.4	0	0	0		0.0		7268.799999999999	12/May/2021	28/May/2021					TOWARDS SUPPLY OF ELECTRICAL CONSUMABLES FOR APRIL MONTH 2021	Eligible	Eligible	Eligible	Eligible	Eligible	Eligible	Eligible	Eligible	Eligible	Eligible	NA	No
